"NRO_PROY","LIDER_PROY","COORD_CART_PROY","COD_LOC","COD_MOD","DET_COD_MOD","NOMB_IE","REGION","DEPARTAMENTO","PROVINCIA","DISTRITO","UBIGEO","UGEL","CUI","NOMB_PROY","COOR_WGS_ESTE","COOR_WGS_OESTE","FECHA_VIAB","COS_INV_PRE","PIM_2022","LATITUD","LONGITUD","CARTERA","NRO_PAQ","PAQUETE","BENEF_PRE","CAT_IE","CANT_AULA","SFL","FECHA_CORTE"
"44","PEDRO COTRINA","JULIO PRADO","346695","1656065","","","LIMA","LIMA","LIMA","VILLA MARIA DEL TRIUNFO","150143","UGEL 01","2482973","","290428","8650143","20200228","77,121,873","59,983,405","-12.20400323","-76.92629579","CARTERA I","Paquete 5","LIMA 05","2749","COSTA","63","AFECTADO EN USO","20220520"
"45","JUAN LUJAN","GINO ZEVALLOS","340189","328559","Primaria","","LIMA","LIMA","LIMA","SANTIAGO DE SURCO","150140","UGEL 07","2482927","","284040.52","8655920.98","20200228","47,500,701","36,499,828","-12.15136623","-76.98459441","CARTERA II","Paquete 4","LIMA 04","2556","COSTA","54","PROPIEDAD","20220520"
"45","JUAN LUJAN","GINO ZEVALLOS","340189","469205","	Secundaria","","LIMA","LIMA","LIMA","SANTIAGO DE SURCO","150140","UGEL 07","2482927","","284040.52","8655920.98","20200228","47,500,701","36,499,828","-12.15136623","-76.98459441","CARTERA II","Paquete 4","LIMA 04","2556","COSTA","54","PROPIEDAD","20220520"
"46","WILLIAMS SANCHEZ","FRANZ SALAZAR","324962","777201","Primaria","","LIMA","LIMA","LIMA","SAN JUAN DE LURIGANCHO","150132","UGEL 05","2482573","","283466.07","8679850.31","20200228","51,794,157","24,668,081","-11.93505797","-76.98827903","CARTERA III","Paquete 2","LIMA 02","2423","COSTA","52","PROPIEDAD","20220520"
"47","MIGUEL ROMERO","FRANZ SALAZAR","324721","728337","	Secundaria","I.E. 145 INDEPENDENCIA AMERICANA","LIMA","LIMA","LIMA","SAN JUAN DE LURIGANCHO","150132","UGEL 05","2481555","MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL PRIMARIA Y SECUNDARIA DE LA I.E. 145 INDEPENDENCIA AMERICANA, DISTRITO DE SAN JUAN DE LURIGANCHO - PROVINCIA DE
LIMA - DEPARTAMENTO DE LIMA SAN JUAN DE LURIGANCHO DEL DISTRITO DE SAN JUAN DE LURIGANCHO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA","281785.2","8678074.15","20200311","50,536,791","24,454,578","-11.95100121","-77.00382475","CARTERA III","Paquete 2","LIMA 02","2411","COSTA","42","AFECTADO EN USO","20220520"
"47","MIGUEL ROMERO","FRANZ SALAZAR","324721","632323","Primaria","I.E. 145 INDEPENDENCIA AMERICANA","LIMA","LIMA","LIMA","SAN JUAN DE LURIGANCHO","150132","UGEL 05","2481555","MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL PRIMARIA Y SECUNDARIA DE LA I.E. 145 INDEPENDENCIA AMERICANA, DISTRITO DE SAN JUAN DE LURIGANCHO - PROVINCIA DE
LIMA - DEPARTAMENTO DE LIMA SAN JUAN DE LURIGANCHO DEL DISTRITO DE SAN JUAN DE LURIGANCHO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA","281785.2","8678074.15","20200311","50,536,791","24,454,578","-11.95100121","-77.00382475","CARTERA III","Paquete 2","LIMA 02","2411","COSTA","42","AFECTADO EN USO","20220520"
"48","CARLOS SOTO","FRANZ SALAZAR","292254","449868","	Secundaria","","LIMA","LIMA","LIMA","ATE","150103","UGEL 06 ","2485212","","291178","8669837","20200325","30,579,150","14,587,155","-12.02605282","-76.91813297","CARTERA III","Paquete 3","LIMA 03","1408","COSTA","27","AFECTADO EN USO","20220520"
"49","JUAN LUJAN","GINO ZEVALLOS","298816","494633","Primaria","I.E. 6094 SANTA ROSA","LIMA","LIMA","LIMA","CHORRILLOS","150108","UGEL 07","2485468","MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL PRIMARIA Y SECUNDARIA DE LA I.E. 6094 SANTA ROSA, EN EL DISTRITO DE CHORRILLOS - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA","281262.04","8651608.13","20200403","26,362,376","22,888,906","-12.19016003","-77.01040995","CARTERA II","Paquete 4","LIMA 04","2051","COSTA","35","AFECTADO EN USO","20220520"
"49","JUAN LUJAN","GINO ZEVALLOS","298816","522862","	Secundaria","I.E. 6094 SANTA ROSA","LIMA","LIMA","LIMA","CHORRILLOS","150108","UGEL 07","2485468","MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL PRIMARIA Y SECUNDARIA DE LA I.E. 6094 SANTA ROSA, EN EL DISTRITO DE CHORRILLOS - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA","281262.04","8651608.13","20200403","26,362,376","22,888,906","-12.19016003","-77.01040995","CARTERA II","Paquete 4","LIMA 04","2051","COSTA","35","AFECTADO EN USO","20220520"
"50","SHUGUEY GUIZADO","FRANZ SALAZAR","324900","846014","Primaria","","LIMA","LIMA","LIMA","SAN JUAN DE LURIGANCHO","150132","UGEL 05","2485449","","284307.71","8677754.23","20200403","54,147,525","46,801,898","-11.95405683","-76.98069175","CARTERA III","Paquete 2","LIMA 02","2434","COSTA","44","PROPIEDAD","20220520"
"50","SHUGUEY GUIZADO","FRANZ SALAZAR","324900","900977","	Secundaria","","LIMA","LIMA","LIMA","SAN JUAN DE LURIGANCHO","150132","UGEL 05","2485449","","284307.71","8677754.23","20200403","54,147,525","46,801,898","-11.95405683","-76.98069175","CARTERA III","Paquete 2","LIMA 02","2434","COSTA","44","PROPIEDAD","20220520"
"51","SHUGUEY GUIZADO","FRANZ SALAZAR","292268","317289","Primaria","","LIMA","LIMA","LIMA","ATE","150103","UGEL 06 ","2485617","","291236.3","8669959.4","20200408","14,368,589","10,764,406","-12.02495021","-76.91758983","CARTERA III","Paquete 3","LIMA 03","815","COSTA","15","AFECTADO EN USO","20220520"
"52","CARLOS SOTO","FRANZ SALAZAR","313732","582403","	Secundaria","","LIMA","LIMA","LIMA","LURIGANCHO","150118","UGEL 06 ","2485504","","316441.24","8681210","20200523","36,741,131","29,009,911","-11.92474409","-76.6855151","CARTERA III","Paquete 1","LIMA NORTE 01","2229","COSTA","38","PROPIEDAD","20220520"
"52","CARLOS SOTO","FRANZ SALAZAR","313732","319087","Primaria","","LIMA","LIMA","LIMA","LURIGANCHO","150118","UGEL 06 ","2485504","","316441.24","8681210","20200523","36,741,131","29,009,911","-11.92474409","-76.6855151","CARTERA III","Paquete 1","LIMA NORTE 01","2229","COSTA","38","PROPIEDAD","20220520"
"53","JUAN LUJAN","GINO ZEVALLOS","340231","689836","Primaria","","LIMA","LIMA","LIMA","SANTIAGO DE SURCO","150140","UGEL 07","2485549","","283951.48","8655227.12","20200528","47,448,643","31,713,951","-12.15763139","-76.98545881","CARTERA II","Paquete 4","LIMA 04","2313","COSTA","42","AFECTADO EN USO","20220520"
"53","JUAN LUJAN","GINO ZEVALLOS","340231","779041","	Secundaria","","LIMA","LIMA","LIMA","SANTIAGO DE SURCO","150140","UGEL 07","2485549","","283951.48","8655227.12","20200528","47,448,643","31,713,951","-12.15763139","-76.98545881","CARTERA II","Paquete 4","LIMA 04","2313","COSTA","42","AFECTADO EN USO","20220520"
"53","JUAN LUJAN","GINO ZEVALLOS","340231","1713791","","","LIMA","LIMA","LIMA","SANTIAGO DE SURCO","150140","UGEL 07","2485549","","283951.48","8655227.12","20200528","47,448,643","31,713,951","-12.15763139","-76.98545881","CARTERA II","Paquete 4","LIMA 04","2313","COSTA","42","AFECTADO EN USO","20220520"
"54","ALBERTO BONILLA","GINO ZEVALLOS","308783","318709","Primaria","","LIMA","LIMA","LIMA","LA VICTORIA","150115","UGEL 03","2487949","","281552.44","8665903.36","20200528","27,856,757","25,638,119","-12.06098316","-77.00677543","CARTERA II","Paquete 4","LIMA 04","745","COSTA","25","AFECTADO EN USO","20220520"
"54","ALBERTO BONILLA","GINO ZEVALLOS","308783","1227388","	Secundaria","","LIMA","LIMA","LIMA","LA VICTORIA","150115","UGEL 03","2487949","","281552.44","8665903.36","20200528","27,856,757","25,638,119","-12.06098316","-77.00677543","CARTERA II","Paquete 4","LIMA 04","745","COSTA","25","AFECTADO EN USO","20220520"
"55","ALBERTO BONILLA","GINO ZEVALLOS","287988","763680","","","LIMA","LIMA","LIMA","LIMA","150101","UGEL 03","2488279","","276708","8668159","20200528","33,232,914","30,743,375","-12.04027365","-77.05110442","CARTERA II","Paquete 4","LIMA 04","794","COSTA","28","PROPIEDAD","20220520"
"55","ALBERTO BONILLA","GINO ZEVALLOS","287988","339390","Primaria","","LIMA","LIMA","LIMA","LIMA","150101","UGEL 03","2488279","","276708","8668159","20200528","33,232,914","30,743,375","-12.04027365","-77.05110442","CARTERA II","Paquete 4","LIMA 04","794","COSTA","28","PROPIEDAD","20220520"
"55","ALBERTO BONILLA","GINO ZEVALLOS","287988","336602","	Secundaria","","LIMA","LIMA","LIMA","LIMA","150101","UGEL 03","2488279","","276708","8668159","20200528","33,232,914","30,743,375","-12.04027365","-77.05110442","CARTERA II","Paquete 4","LIMA 04","794","COSTA","28","PROPIEDAD","20220520"
"56","OMAR CANDIOTTI","FRANZ SALAZAR","324523","556548","Primaria","","LIMA","LIMA","LIMA","SAN JUAN DE LURIGANCHO","150132","UGEL 05","2487501","","282300","8672862","20200528","29,307,580","26,690,072","-11.99814156","-76.99944594","CARTERA III","Paquete 2","LIMA 02","2061","COSTA","35","PROPIEDAD","20220520"
"56","OMAR CANDIOTTI","FRANZ SALAZAR","324523","607556","	Secundaria","","LIMA","LIMA","LIMA","SAN JUAN DE LURIGANCHO","150132","UGEL 05","2487501","","282300","8672862","20200528","29,307,580","26,690,072","-11.99814156","-76.99944594","CARTERA III","Paquete 2","LIMA 02","2061","COSTA","35","PROPIEDAD","20220520"
"57","JUAN CARLOS FAJARDO","GINO ZEVALLOS","301913","523621","	Secundaria","I.E. SAN FELIPE","LIMA","LIMA","LIMA","COMAS","150110","UGEL 04","2488285","MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL SECUNDARIA DE LA I.E. SAN FELIPE EN EL DISTRITO DE COMAS - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA","277693.51","8683762.45","20200528","26,469,152","22,813,269","-11.89932182","-77.04099691","CARTERA II","Paquete 0","PILOTO","1584","COSTA","30","AFECTADO EN USO","20220520"
"58","PEDRO COTRINA","JULIO PRADO","348388","496877","Primaria","","LIMA","LIMA","LIMA","VILLA MARIA DEL TRIUNFO","150143","UGEL 01","2489032","","288343","8656165","20200607","40,050,976","20,693,605","-12.14944158","-76.94505618","CARTERA I","Paquete 5","LIMA 05","1440","COSTA","27","AFECTADO EN USO","20220520"
"58","PEDRO COTRINA","JULIO PRADO","348388","583021","	Secundaria","","LIMA","LIMA","LIMA","VILLA MARIA DEL TRIUNFO","150143","UGEL 01","2489032","","288343","8656165","20200607","40,050,976","20,693,605","-12.14944158","-76.94505618","CARTERA I","Paquete 5","LIMA 05","1440","COSTA","27","AFECTADO EN USO","20220520"
"59","PEDRO COTRINA","JULIO PRADO","348411","493338","Primaria","I.E. FE Y ALEGRIA 24","LIMA","LIMA","LIMA","VILLA MARIA DEL TRIUNFO","150143","UGEL 01","2489000","MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL PRIMARIA Y SECUNDARIA DE LA IE FE Y ALEGRIA 24, DISTRITO DE VILLA MARIA DEL TRIUNFO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA","288214","8657313","20200608","37,658,549","34,107,612","-12.13905756","-76.94616578","CARTERA I","Paquete 5","LIMA 05","1458","COSTA","27","AFECTADO EN USO","20220520"
"59","PEDRO COTRINA","JULIO PRADO","348411","582932","	Secundaria","I.E. FE Y ALEGRIA 24","LIMA","LIMA","LIMA","VILLA MARIA DEL TRIUNFO","150143","UGEL 01","2489000","MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL PRIMARIA Y SECUNDARIA DE LA IE FE Y ALEGRIA 24, DISTRITO DE VILLA MARIA DEL TRIUNFO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA","288214","8657313","20200608","37,658,549","34,107,612","-12.13905756","-76.94616578","CARTERA I","Paquete 5","LIMA 05","1458","COSTA","27","AFECTADO EN USO","20220520"
"60","DENISSE HERRERA","GINO ZEVALLOS","448972","387894","Primaria","I.E.73002 GLORIOSO 821","PUNO","PUNO","CARABAYA","MACUSANI","210301","UGEL CARABAYA","2480537","","345550","8443950","20200207","24,406,491","21,837,281","-14.07102342","-70.43052322","CARTERA II","Paquete 8","EMBLEMATICO  SUR","893","HELADAS","31","PROPIEDAD","20220520"
"61","DENISSE HERRERA","GINO ZEVALLOS","445723","478008","	Secundaria","I.E. PEDRO VILCAPAZA","PUNO","PUNO","","","210201","UGEL AZANGARO","2480603","","370995","8350948","20200207","38,816,561","31,952,505","-14.91300934","-70.19940307","CARTERA II","Paquete 8","EMBLEMATICO  SUR","1124","HELADAS","29","AFECTADO EN USO","20220520"
"62","DENISSE HERRERA","GINO ZEVALLOS","455444","478073","	Secundaria","I.E. VARONES","PUNO","PUNO","HUANCANE","HUANCANE","210601","","2480681","","418152.1","8319585","20200207","32,082,678","30,256,904","-15.19841997","-69.76201065","CARTERA II","Paquete 8","EMBLEMATICO  SUR","684","HELADAS","23","AFECTADO EN USO","20220520"
"63","JUAN PAZ","JULIO PRADO","131789","390765","	Secundaria","I.E. SAN MARCOS","CAJAMARCA","CAJAMARCA","SAN MARCOS","PEDRO GALVEZ","61001","UGEL SAN MARCOS","2482024","MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL SECUNDARIA DE LA IE SAN MARCOS DEL DISTRITO DE PEDRO GALVEZ - PROVINCIA DE SAN MARCOS - DEPARTAMENTO DE CAJAMARCA","812827","9188160","20200227","33,218,384","29,302,718","-7.33562986","-78.16678288","CARTERA I","Paquete 7","EMBLEMATICO  NORTE","1160","SIERRA","26","PROPIEDAD","20220520"
"64","JUAN LUJAN","GINO ZEVALLOS","281745","452912","	Secundaria","I.E. SANTA LUCIA","LAMBAYEQUE","LAMBAYEQUE","","","140201","","2483179","","633812.44","9265229.34","20200304","61,594,189","47,420,788","-6.645921889","-79.78946858","CARTERA II","Paquete 7","EMBLEMATICO  NORTE","1905","COSTA","48","PROPIEDAD","20220520"
"65","ORLANDO MALAVER","JULIO PRADO","349496","248583","Primaria","","LIMA","LIMA","BARRANCA","PARAMONGA","150201","UGEL 16 BARRANCA","2483701","","191602","8818545","20200311","30,516,474","28,823,578","-10.67504021","-77.81891347","CARTERA I","Paquete 7","EMBLEMATICO  NORTE","809","COSTA","33","PROPIEDAD","20220520"
"66","JUAN PAZ","JULIO PRADO","142561","209908","	Secundaria","I.E. GENERAL PRADO","CALLAO","CALLAO","CALLAO","BELLAVISTA","70101","DRE CALLAO","2489056","","269311","8665528","20200608","57,464,581","21,769,146","-12.06354266","-77.11920605","CARTERA I","Paquete 1","LIMA NORTE 01","1712","COSTA","49","AFECTADO EN USO","20220520"
"66","JUAN PAZ","JULIO PRADO","142561","824003","Primaria","I.E. GENERAL PRADO","CALLAO","CALLAO","CALLAO","BELLAVISTA","70101","DRE CALLAO","2489056","","269311","8665528","20200608","57,464,581","21,769,146","-12.06354266","-77.11920605","CARTERA I","Paquete 1","LIMA NORTE 01","1712","COSTA","49","AFECTADO EN USO","20220520"
"67","JUAN CARLOS FAJARDO","GINO ZEVALLOS","	238318","372664","	Secundaria","I.E. SEIS DE AGOSTO","JUNIN","JUNIN","JUNIN","JUNIN","120501","UGEL JUNIN","2482810","","391709","8765837","20200606","63,099,629","46,525,874","-11.16281032","-75.99177999","CARTERA II","Paquete 6","EMBLEMATICO CENTRO","973","SIERRA","30","AFECTADO EN USO","20220520"
"67","JUAN CARLOS FAJARDO","GINO ZEVALLOS","	238219","377275","Primaria","I.E. SEIS DE AGOSTO","JUNIN","JUNIN","JUNIN","JUNIN","120501","UGEL JUNIN","2482810","","391709","8765837","20200606","63,099,629","46,525,874","-11.16281032","-75.99177999","CARTERA II","Paquete 6","EMBLEMATICO CENTRO","973","SIERRA","30","AFECTADO EN USO","20220520"
"67","JUAN CARLOS FAJARDO","GINO ZEVALLOS","	238219","1413657","","I.E. SEIS DE AGOSTO","JUNIN","JUNIN","JUNIN","JUNIN","120501","UGEL JUNIN","2482810","","391709","8765837","20200606","63,099,629","46,525,874","-11.16281032","-75.99177999","CARTERA II","Paquete 6","EMBLEMATICO CENTRO","973","SIERRA","30","AFECTADO EN USO","20220520"
"68","JUAN CARLOS FAJARDO","GINO ZEVALLOS","	227579","372607","	Secundaria","I.E. 9 DE JULIO","JUNIN","JUNIN","CONCEPCION","CONCEPCION","120201","UGEL CONCEPCION","2488994","","465177","8682916","20200606","48,095,937","43,297,076","-11.91418078","-75.31978827","CARTERA II","Paquete 6","EMBLEMATICO CENTRO","942","SIERRA","30","AFECTADO EN USO","20220520"
"68","JUAN CARLOS FAJARDO","GINO ZEVALLOS","399165","1036177","Primaria","I.E. 9 DE JULIO","JUNIN","JUNIN","CONCEPCION","CONCEPCION","120201","UGEL CONCEPCION","2488994","","465177","8682916","20200606","48,095,937","43,297,076","-11.91418078","-75.31978827","CARTERA II","Paquete 6","EMBLEMATICO CENTRO","942","SIERRA","30","AFECTADO EN USO","20220520"
"68","JUAN CARLOS FAJARDO","GINO ZEVALLOS","399165","1342385","","I.E. 9 DE JULIO","JUNIN","JUNIN","CONCEPCION","CONCEPCION","120201","UGEL CONCEPCION","2488994","","465177","8682916","20200606","48,095,937","43,297,076","-11.91418078","-75.31978827","CARTERA II","Paquete 6","EMBLEMATICO CENTRO","942","SIERRA","30","AFECTADO EN USO","20220520"
"69","JUAN CARLOS FAJARDO","GINO ZEVALLOS","248548","581124","	Secundaria","I.E. 19 DE ABRIL","JUNIN","JUNIN","CHUPACA","CHUPACA","120901","UGEL CHUPACA","2489023","","469772.9","8666172.7","20200609","46,589,137","42,438,208","-12.06563997","-75.27773819","CARTERA II","Paquete 6","EMBLEMATICO CENTRO","1222","SIERRA","44","AFECTADO EN USO","20220520"
"69","JUAN CARLOS FAJARDO","GINO ZEVALLOS","248402","372904","Primaria","I.E. 19 DE ABRIL","JUNIN","JUNIN","CHUPACA","CHUPACA","120901","UGEL CHUPACA","2489023","","469772.9","8666172.7","20200609","46,589,137","42,438,208","-12.06563997","-75.27773819","CARTERA II","Paquete 6","EMBLEMATICO CENTRO","1222","SIERRA","44","AFECTADO EN USO","20220520"
"70","EDER REYES","JULIO PRADO","502884","238717","	Secundaria","I.E. FERNANDO CARBAJAL","UCAYALI","UCAYALI","PADRE ABAD","PADRE ABAD","250301","UGEL PADRE ABAD","2489076","MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL SECUNDARIA DE LA I.E. FERNANDO CARBAJAL, EN EL DISTRITO DE PADRE ABAD - PROVINCIA DE PADRE ABAD - DEPARTAMENTO DE UCAYALI","444060","9001183","20200608","53,591,238","21,466,769","-9.03550923","-75.50898674","CARTERA I","Paquete 6","EMBLEMATICO CENTRO","1163","SELVA","34","AFECTADO EN USO","20220520"
"71","JUAN PAZ","JULIO PRADO","256133","395475","	Secundaria","","LA LIBERTAD","LA LIBERTAD","ASCOPE","CHICAMA","130202","UGEL ASCOPE","2488856","","704409","9132316","20200606","38,117,505","34,287,991","-7.845633565","-79.14609962","CARTERA I","Paquete 7","EMBLEMATICO  NORTE","1035","COSTA","21","PROPIEDAD","20220520"
"71","JUAN PAZ","JULIO PRADO","256133","267914","Primaria","","LA LIBERTAD","LA LIBERTAD","ASCOPE","CHICAMA","130202","UGEL ASCOPE","2488856","","704409","9132316","20200606","38,117,505","34,287,991","-7.845633565","-79.14609962","CARTERA I","Paquete 7","EMBLEMATICO  NORTE","1035","COSTA","21","PROPIEDAD","20220520"
"72","EDER REYES","JULIO PRADO","150645","236422","	Secundaria","","CUSCO","CUSCO","ANTA","ANTA","80301","UGEL ANTA","2485232","","809205","8509392","20200609","61,925,059","31,666,722","-13.46728857","-72.14426583","CARTERA I","Paquete 8","EMBLEMATICO  SUR","1512","SIERRA","35","PROPIEDAD","20220520"
"72","EDER REYES","JULIO PRADO","150645","1787621","Primaria","","CUSCO","CUSCO","ANTA","ANTA","80301","UGEL ANTA","2485232","","809205","8509392","20200609","61,925,059","31,666,722","-13.46728857","-72.14426583","CARTERA I","Paquete 8","EMBLEMATICO  SUR","1512","SIERRA","35","PROPIEDAD","20220520"
"73","OMAR QUEZADA","GINO ZEVALLOS","	451040","240200","	Secundaria","I.E. TELESFORO CATACORA JULI","PUNO","PUNO","CHUCUITO","JULI","210401","UGEL CHUCUITO","2488993","","450900","8207725","20200606","35,549,339","33,110,326","-16.21050104","-69.45939453","CARTERA II","Paquete 8","EMBLEMATICO  SUR","805","HELADAS","23","PROPIEDAD","20220520"
"74","OMAR QUEZADA","GINO ZEVALLOS","467970","240192","	Secundaria","","PUNO","PUNO","YUNGUYO","YUNGUYO","211301","UGEL YUNGUYO","2489002","","489633","8203400","20200607","60,522,729","56,427,883","-16.25007456","-69.09701703","CARTERA II","Paquete 8","EMBLEMATICO  SUR","1014","HELADAS","37","PROPIEDAD Y AFECTADO EN USO","20220520"
"74","OMAR QUEZADA","GINO ZEVALLOS","467970","1029750","","","PUNO","PUNO","YUNGUYO","YUNGUYO","211301","UGEL YUNGUYO","2489002","","489633","8203400","20200607","60,522,729","56,427,883","-16.25007456","-69.09701703","CARTERA II","Paquete 8","EMBLEMATICO  SUR","1014","HELADAS","37","PROPIEDAD Y AFECTADO EN USO","20220520"
"75","OMAR QUEZADA","GINO ZEVALLOS","451337","240333","	Secundaria","I.E. TAWANTINSUYO","PUNO","PUNO","CHUCUITO","DESAGUADERO","210402","UGEL CHUCUITO","2489010","MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS NIVEL INICIAL Y SECUNDARIA DE LA INSTITUCION EDUCATIVA TAWANTINSUYO UBICADO EN EL DISTRITO DE DESAGUADERO - PROVINCIA DE
CHUCUITO - DEPARTAMENTO DE PUNO","495415","8168965","20200607","39,097,099","29,358,824","-16.56138705","-69.04297589","CARTERA II","Paquete 8","EMBLEMATICO  SUR","993","HELADAS","28","AFECTADO EN USO","20220520"
